#CBMC 	 %Average-CPU (nano sec) 	 Average-GPU (nano sec)
#CBMC 	 %Short-Range 	 Long-range
cbmc-001-001 	 461067.9 	 383365.6
cbmc-005-005 	 2158520.4 	 381982.2
cbmc-010-010 	 4223686.3 	 375704.4
cbmc-020-010 	 5626191.6 	 369338.5
cbmc-020-020 	 8365818.7 	 371569.0
cbmc-050-010 	 9939457.6 	 380543.4
cbmc-050-020 	 12779973.7 	 385750.8
cbmc-050-030 	 15225608.7 	 366128.5
cbmc-100-010 	 17072216.6 	 385388.0
cbmc-100-020 	 19738161.9 	 386994.7
cbmc-100-030 	 22614569.7 	 388007.5
