#CBMC 	 %Average-CPU (nano sec) 	 Average-GPU (nano sec)
#CBMC 	 %Short-Range 	 Long-range
1:1 	 388636.2 	 387106.2
5:5 	 1790064.5 	 388448.0
10:10 	 3518504.6 	 386200.5
20:20 	 6867780.5 	 370285.7
50:20 	 10371177.6 	 373942.4
50:30 	 12853465.8 	 393894.3
100:20 	 16354608.7 	 379388.9
100:30 	 19021146.6 	 397143.7
