#CBMC 	 %Average-CPU (nano sec) 	 Average-GPU (nano sec)
#CBMC 	 %Short-Range 	 Long-range
1:1 	 422126.6 	 2008657.4
5:5 	 1879829.5 	 2233750.4
10:10 	 3684158.7 	 2002904.0
20:20 	 7407893.4 	 1537492.3
50:20 	 10856459.2 	 1646783.9
50:30 	 13478151.9 	 2065335.0
100:20 	 17512207.4 	 2148736.7
100:30 	 19891382.7 	 2099347.0
