#CBMC 	 %Average-CPU (nano sec) 	 Average-CPU (nano sec)
#CBMC 	 %Short-Range 	 Long-range
1:1 	 392075.7 	 191097.9
5:5 	 1766251.6 	 186391.6
10:10 	 3555181.7 	 197130.2
20:20 	 7122749.6 	 192307.5
50:20 	 10573288.1 	 190002.0
50:30 	 13059769.0 	 191192.9
100:20 	 16875349.0 	 254447.3
100:30 	 19268761.9 	 191606.8
